turbine,time,speed_k1,direction_k1,u_k1,v_k1,speed_k2,direction_k2,u_k2,v_k2,speed_k3,direction_k3,u_k3,v_k3,speed_k4,direction_k4,u_k4,v_k4
KWF3,2018-01-04 03:00:00,5.9345,236.4845,4.9478,3.2768,6.3002,238.2501,5.3574,3.3152,5.3998,233.8829,4.3620,3.1828,5.6566,236.8439,4.7356,3.0937
KWF3,2018-01-04 06:00:00,4.9802,196.4865,1.4133,4.7754,5.2761,200.0178,1.8061,4.9573,4.5969,192.6584,1.0073,4.4851,4.6393,191.0569,0.8897,4.5532
KWF3,2018-01-04 09:00:00,8.2791,152.9610,-3.7636,7.3741,8.3181,151.9844,-3.9071,7.3434,7.7630,152.1797,-3.6230,6.8657,8.5759,154.2735,-3.7226,7.7259
KWF3,2018-01-04 12:00:00,10.7995,225.6798,7.7264,7.5452,10.5075,223.4064,7.2204,7.6337,10.8849,227.1485,7.9799,7.4028,10.8512,226.8048,7.9108,7.4275
KWF3,2018-01-04 15:00:00,15.7109,269.4539,15.7102,0.1497,15.8359,270.3992,15.8355,-0.1103,15.4443,268.3055,15.4375,0.4567,15.6172,270.1570,15.6171,-0.0428
KWF3,2018-01-04 18:00:00,12.7397,263.9692,12.6692,1.3385,13.1577,264.8052,13.1037,1.1913,12.3013,263.1333,12.2130,1.4707,12.3823,263.6567,12.3065,1.3681
KWF3,2018-01-04 21:00:00,9.1590,241.1646,8.0234,4.4174,9.4076,240.3677,8.1772,4.6514,8.6922,241.2896,7.6236,4.1756,8.7738,240.6411,7.6469,4.3016
KWF3,2018-01-05 00:00:00,5.2346,235.1488,4.2957,2.9913,5.3879,234.6019,4.3919,3.1210,4.9250,234.4925,4.0092,2.8605,5.2854,234.0707,4.2798,3.1014
KWF3,2018-01-05 03:00:00,6.6188,239.2972,5.6910,3.3795,6.9972,237.7737,5.9193,3.7314,6.1925,239.2347,5.3211,3.1676,6.4294,238.2815,5.4691,3.3802
KWF3,2018-01-05 06:00:00,3.9387,181.5862,0.1090,3.9372,3.8869,181.5471,0.1049,3.8855,3.7908,183.1643,0.2092,3.7850,3.9021,176.2346,-0.2563,3.8937
KWF3,2018-01-05 09:00:00,8.2905,195.2579,2.1818,7.9982,8.2704,195.7970,2.2515,7.9581,8.1655,194.3517,2.0240,7.9106,8.3735,194.2814,2.0656,8.1147
KWF3,2018-01-05 12:00:00,9.5048,201.7116,3.5162,8.8306,9.2910,200.3913,3.2372,8.7088,9.6079,202.9538,3.7470,8.8471,9.2236,202.6100,3.5461,8.5147
KWF3,2018-01-05 15:00:00,10.3112,237.3519,8.6820,5.5626,9.5265,236.6644,7.9591,5.2352,10.9967,238.0316,9.3289,5.8222,9.9982,244.0550,8.9905,4.3743
KWF3,2018-01-05 18:00:00,3.7378,276.8913,3.7108,-0.4485,4.0508,279.3131,3.9974,-0.6555,3.4262,275.0397,3.4130,-0.3010,3.3520,270.4069,3.3519,-0.0238
KWF3,2018-01-05 21:00:00,4.4348,243.6408,3.9737,1.9691,4.4885,243.0549,4.0013,2.0339,4.1023,244.2267,3.6942,1.7837,4.3670,244.3752,3.9375,1.8886
KWF3,2018-01-06 00:00:00,4.0092,286.9455,3.8351,-1.1685,3.8183,288.2033,3.6272,-1.1928,3.8300,286.0237,3.6812,-1.0572,3.7499,286.1408,3.6021,-1.0425
KWF3,2018-01-06 03:00:00,3.5802,327.7422,1.9109,-3.0276,3.0744,323.8282,1.8145,-2.4818,3.7506,329.6719,1.8939,-3.2373,3.7316,325.5860,2.1090,-3.0785
KWF3,2018-01-06 06:00:00,3.6669,56.3363,-3.0520,-2.0326,3.1830,60.3676,-2.7667,-1.5738,3.8754,53.9066,-3.1315,-2.2830,3.5639,56.0551,-2.9565,-1.9900
KWF3,2018-01-06 09:00:00,4.9517,20.3594,-1.7227,-4.6424,4.8521,20.1954,-1.6751,-4.5538,4.8258,21.1329,-1.7398,-4.5012,5.0513,22.9610,-1.9706,-4.6511
KWF3,2018-01-06 12:00:00,7.9137,32.3517,-4.2348,-6.6854,7.7116,31.5236,-4.0320,-6.5736,7.9528,33.6877,-4.4111,-6.6173,7.9098,34.1173,-4.4365,-6.5485
KWF3,2018-01-06 15:00:00,9.2043,34.1485,-5.1668,-7.6174,8.7922,33.7891,-4.8897,-7.3071,9.4641,34.5313,-5.3648,-7.7967,9.2131,35.0547,-5.2916,-7.5419
KWF3,2018-01-06 18:00:00,8.1165,27.5080,-3.7488,-7.1989,7.8988,29.8049,-3.9261,-6.8539,7.9720,24.9846,-3.3672,-7.2260,8.1029,28.9455,-3.9216,-7.0907
KWF3,2018-01-06 21:00:00,7.8812,23.9922,-3.2046,-7.2003,7.2855,23.7032,-2.9288,-6.6709,8.2728,23.9297,-3.3556,-7.5617,7.7777,24.1094,-3.1770,-7.0992
KWF3,2018-01-07 00:00:00,6.8398,20.5162,-2.3972,-6.4060,6.3867,19.0084,-2.0802,-6.0384,7.1406,21.9303,-2.6669,-6.6239,6.8623,21.7349,-2.5412,-6.3744
KWF3,2018-01-07 03:00:00,7.8448,25.3282,-3.3560,-7.0907,7.3018,23.5782,-2.9207,-6.6922,8.1095,26.5391,-3.6234,-7.2550,7.7930,25.7657,-3.3876,-7.0183
KWF3,2018-01-07 06:00:00,8.1586,35.7584,-4.7676,-6.6206,7.6986,36.1803,-4.5447,-6.2140,8.3969,35.3053,-4.8528,-6.8525,8.1791,36.7819,-4.8974,-6.5508
KWF3,2018-01-07 09:00:00,7.8315,47.0861,-5.7356,-5.3325,7.6889,48.8048,-5.7857,-5.0641,7.7670,45.5470,-5.5443,-5.4394,8.2397,49.0626,-6.2245,-5.3989
KWF3,2018-01-07 12:00:00,9.3230,63.7813,-8.3638,-4.1189,8.5407,65.5079,-7.7722,-3.5407,9.7585,61.8438,-8.6037,-4.6048,9.2546,65.6329,-8.4302,-3.8183
KWF3,2018-01-07 15:00:00,9.0577,59.2039,-7.7805,-4.6374,8.9220,60.4617,-7.7623,-4.3986,9.1622,58.4539,-7.8082,-4.7935,9.1544,60.1648,-7.9411,-4.5544
KWF3,2018-01-07 18:00:00,9.4578,58.3282,-8.0492,-4.9658,9.1883,61.9689,-8.1104,-4.3180,9.5720,54.7579,-7.8177,-5.5234,9.5818,60.5079,-8.3402,-4.7172
KWF3,2018-01-07 21:00:00,9.9810,59.7267,-8.6199,-5.0317,9.3678,62.2736,-8.2921,-4.3584,10.2652,57.2970,-8.6380,-5.5461,10.2262,61.1642,-8.9582,-4.9321
KWF3,2018-01-08 00:00:00,9.4134,63.6798,-8.4375,-4.1738,9.1809,66.3048,-8.4070,-3.6896,9.4944,61.3751,-8.3340,-4.5485,9.7747,65.6720,-8.9067,-4.0268
KWF3,2018-01-08 03:00:00,8.8303,64.8673,-7.9943,-3.7504,8.6633,67.5079,-8.0043,-3.3142,8.8049,62.8517,-7.8348,-4.0176,9.2150,66.9689,-8.4805,-3.6052
KWF3,2018-01-08 06:00:00,8.2876,60.1104,-7.1852,-4.1300,8.1118,63.4932,-7.2591,-3.6203,8.2808,56.9385,-6.9400,-4.5175,8.5601,63.1729,-7.6388,-3.8632
KWF3,2018-01-08 09:00:00,6.6885,71.5085,-6.3432,-2.1214,6.5245,74.6023,-6.2903,-1.7324,6.6954,68.0710,-6.2109,-2.5004,6.9600,73.9617,-6.6891,-1.9229
KWF3,2018-01-08 12:00:00,6.1764,74.0941,-5.9399,-1.6927,5.9904,78.6097,-5.8724,-1.1831,6.2209,68.6722,-5.7948,-2.2625,6.2741,76.0784,-6.0898,-1.5095
KWF3,2018-01-08 15:00:00,5.4937,70.7742,-5.1873,-1.8090,5.3472,72.9305,-5.1116,-1.5696,5.5474,68.4617,-5.1600,-2.0366,5.5650,72.4774,-5.3067,-1.6755
KWF3,2018-01-08 18:00:00,5.2089,69.3518,-4.8743,-1.8368,5.1385,73.0549,-4.9155,-1.4977,5.1757,64.0861,-4.6553,-2.2619,5.3407,71.2268,-5.0566,-1.7188
KWF3,2018-01-08 21:00:00,5.4827,80.1882,-5.4025,-0.9343,5.3655,82.0320,-5.3137,-0.7438,5.4163,77.4616,-5.2871,-1.1758,5.6243,83.2507,-5.5853,-0.6610
KWF3,2018-01-09 00:00:00,4.8600,110.4539,-4.5536,1.6983,4.8161,110.7195,-4.5046,1.7039,4.6256,108.7508,-4.3801,1.4869,4.8922,111.7273,-4.5447,1.8111
KWF3,2018-01-09 03:00:00,4.1289,100.3445,-4.0618,0.7414,4.1387,101.8757,-4.0501,0.8517,3.9756,94.7429,-3.9620,0.3287,4.1113,104.3757,-3.9826,1.0208
KWF3,2018-01-09 06:00:00,3.7833,94.5938,-3.7711,0.3030,3.8047,97.8751,-3.7689,0.5213,3.7086,88.2579,-3.7068,-0.1127,3.6949,98.2657,-3.6565,0.5312
KWF3,2018-01-09 09:00:00,3.3829,117.9063,-2.9896,1.5833,3.2960,118.6953,-2.8912,1.5826,3.3038,115.4141,-2.9841,1.4179,3.4620,120.0625,-2.9963,1.7343
KWF3,2018-01-09 12:00:00,3.1769,138.8838,-2.0891,2.3934,3.1378,137.8135,-2.1072,2.3250,3.0431,138.6338,-2.0111,2.2838,3.1651,142.2588,-1.9374,2.5029
KWF3,2018-01-09 15:00:00,4.3305,147.8441,-2.3048,3.6662,4.3364,148.4691,-2.2677,3.6962,4.0561,144.4769,-2.3567,3.3012,4.5805,146.4222,-2.5333,3.8162
KWF3,2018-01-09 18:00:00,4.3291,153.6179,-1.9236,3.8782,4.3115,152.4304,-1.9955,3.8219,4.0703,153.0320,-1.8458,3.6277,4.4287,154.0164,-1.9403,3.9810
KWF3,2018-01-09 21:00:00,4.9287,130.2509,-3.7617,3.1846,4.8858,130.2197,-3.7306,3.1548,4.7246,127.9072,-3.7278,2.9027,5.1348,130.4150,-3.9095,3.3290
KWF3,2018-01-10 00:00:00,6.7072,122.1807,-5.6768,3.5722,6.8527,125.8604,-5.5538,4.0144,6.3537,116.9854,-5.6619,2.8831,6.8918,119.8604,-5.9769,3.4313
KWF3,2018-01-10 03:00:00,6.1434,146.7592,-3.3676,5.1382,6.3885,148.2280,-3.3638,5.4312,5.6224,143.7827,-3.3220,4.5360,6.2074,145.7436,-3.4941,5.1305
KWF3,2018-01-10 06:00:00,3.1236,183.6336,0.1980,3.1173,3.4581,178.3836,-0.0975,3.4567,2.5724,188.6727,0.3879,2.5429,3.4015,188.9071,0.5267,3.3604
KWF3,2018-01-10 09:00:00,4.3600,273.3361,4.3526,-0.2537,4.1965,273.1877,4.1900,-0.2334,4.4372,272.0080,4.4344,-0.1555,4.4499,267.4299,4.4454,0.1995
KWF3,2018-01-10 12:00:00,4.3670,272.1408,4.3640,-0.1631,4.2660,270.1564,4.2660,-0.0116,4.3387,273.5002,4.3306,-0.2649,4.2831,267.9064,4.2802,0.1565
KWF3,2018-01-10 15:00:00,4.3328,257.3470,4.2276,0.9491,4.4617,253.5502,4.2791,1.2635,4.1048,260.2689,4.0457,0.6938,4.3250,256.8470,4.2115,0.9842
KWF3,2018-01-10 18:00:00,3.1216,288.0625,2.9678,-0.9679,3.2320,283.8672,3.1378,-0.7746,2.7559,286.7031,2.6396,-0.7921,2.9585,281.4062,2.9001,-0.5851
KWF3,2018-01-10 21:00:00,4.2471,300.8987,3.6443,-2.1810,3.8706,296.9768,3.4495,-1.7558,4.0562,303.0237,3.4009,-2.2106,4.2393,298.8518,3.7131,-2.0456
KWF3,2018-01-11 00:00:00,4.2907,6.4613,-0.4828,-4.2635,3.4738,3.7348,-0.2263,-3.4664,4.2277,6.8051,-0.5010,-4.1979,4.5397,12.2895,-0.9663,-4.4357
KWF3,2018-01-11 03:00:00,4.9799,346.6958,1.1460,-4.8462,4.7172,343.1021,1.3711,-4.5135,4.9779,348.2739,1.0117,-4.8740,4.8451,343.1958,1.4007,-4.6382
KWF3,2018-01-11 06:00:00,5.5275,335.8908,2.2578,-5.0453,5.2472,334.3752,2.2693,-4.7311,5.5675,336.7424,2.1984,-5.1151,5.3937,333.4455,2.4112,-4.8247
KWF3,2018-01-11 09:00:00,5.0588,328.2192,2.6643,-4.3003,4.8454,325.4536,2.7477,-3.9910,5.0813,330.5551,2.4979,-4.4249,4.8689,323.0005,2.9301,-3.8885
KWF3,2018-01-11 12:00:00,5.4234,328.3208,2.8482,-4.6153,5.2296,327.5786,2.8038,-4.4144,5.4034,327.5005,2.9032,-4.5572,4.9556,324.1020,2.9057,-4.0144
KWF3,2018-01-11 15:00:00,3.9335,330.8361,1.9168,-3.4348,3.9012,327.4611,2.0984,-3.2888,3.7899,333.3205,1.7017,-3.3864,3.9178,319.6720,2.5355,-2.9868
KWF3,2018-01-11 18:00:00,4.8109,351.4228,0.7175,-4.7571,4.8500,353.6650,0.5352,-4.8204,4.5131,345.5869,1.1234,-4.3711,4.5356,347.5087,0.9810,-4.4282
KWF3,2018-01-11 21:00:00,3.5713,345.4693,0.8960,-3.4570,3.2930,345.6256,0.8175,-3.1899,3.6865,344.9850,0.9551,-3.5606,3.4800,344.4303,0.9341,-3.3523
KWF3,2018-01-12 00:00:00,3.0264,22.2192,-1.1445,-2.8017,2.6295,28.2661,-1.2452,-2.3159,3.2213,18.0161,-0.9963,-3.0633,2.9688,28.6177,-1.4220,-2.6061
KWF3,2018-01-12 03:00:00,1.8033,7.2579,-0.2278,-1.7888,1.6329,9.1642,-0.2601,-1.6120,1.8609,0.8439,-0.0274,-1.8607,1.7520,9.8986,-0.3012,-1.7259
KWF3,2018-01-12 06:00:00,1.6891,339.9377,0.5794,-1.5866,1.5187,349.0236,0.2892,-1.4909,1.7779,334.0392,0.7783,-1.5985,1.0743,346.6330,0.2484,-1.0452
KWF3,2018-01-12 09:00:00,2.3642,97.9928,-2.3413,0.3287,2.5561,100.9303,-2.5098,0.4847,2.0732,93.1725,-2.0700,0.1147,2.2759,92.8053,-2.2731,0.1114
KWF3,2018-01-12 12:00:00,4.0215,142.7660,-2.4333,3.2018,3.8028,134.6723,-2.7043,2.6735,4.1822,145.2582,-2.3833,3.4366,4.0713,142.2113,-2.4947,3.2175
KWF3,2018-01-12 15:00:00,3.5972,157.5012,-1.3765,3.3234,3.7720,154.4699,-1.6257,3.4037,3.2930,157.8684,-1.2406,3.0504,3.6382,158.3605,-1.3417,3.3818
KWF3,2018-01-12 18:00:00,5.4710,128.7195,-4.2686,3.4222,5.5013,129.8913,-4.2209,3.5282,5.3451,126.4382,-4.3001,3.1747,5.4183,129.0163,-4.2098,3.4110
KWF3,2018-01-12 21:00:00,6.4655,147.7969,-3.4456,5.4709,6.4069,146.5938,-3.5274,5.3484,6.2790,148.4297,-3.2873,5.3497,6.5514,147.2812,-3.5411,5.5119
KWF3,2018-01-13 00:00:00,6.7513,161.2196,-2.1735,6.3918,6.8470,160.9071,-2.2397,6.4703,6.2864,160.5399,-2.0943,5.9273,7.1556,161.9383,-2.2185,6.8030
KWF3,2018-01-13 03:00:00,6.8935,135.0238,-4.8724,4.8764,6.8027,136.2035,-4.7081,4.9102,6.7206,132.6175,-4.9456,4.5505,6.9286,132.5472,-5.1045,4.6851
KWF3,2018-01-13 06:00:00,7.0740,135.5324,-4.9554,5.0483,7.1384,136.9308,-4.8747,5.2148,6.6794,132.2668,-4.9429,4.4925,7.2449,135.1886,-5.1060,5.1397
KWF3,2018-01-13 09:00:00,6.8277,125.7355,-5.5422,3.9877,6.9400,127.0871,-5.5362,4.1850,6.3902,122.1574,-5.4099,3.4012,7.0113,125.5949,-5.7013,4.0809
KWF3,2018-01-13 12:00:00,7.6376,139.9232,-4.9172,5.8442,7.5028,140.2279,-4.7998,5.7666,7.4687,138.3373,-4.9647,5.5796,7.7948,140.0092,-5.0095,5.9720
KWF3,2018-01-13 15:00:00,7.0024,131.0397,-5.2816,4.5976,7.0307,132.6491,-5.1712,4.7634,6.6547,128.0632,-5.2395,4.1028,7.0493,130.5553,-5.3559,4.5833
KWF3,2018-01-13 18:00:00,6.9894,114.7579,-6.3469,2.9270,7.0509,115.4063,-6.3690,3.0251,6.7140,113.0313,-6.1788,2.6267,7.1456,114.8751,-6.4827,3.0057
KWF3,2018-01-13 21:00:00,5.4056,111.8058,-5.0188,2.0080,5.4144,111.7511,-5.0289,2.0064,5.1986,109.7589,-4.8925,1.7574,5.3353,111.2121,-4.9738,1.9304
KWF3,2018-01-14 00:00:00,5.3118,114.3605,-4.8389,2.1910,5.1624,114.7902,-4.6867,2.1646,5.3284,112.9855,-4.9054,2.0807,5.4642,113.5167,-5.0103,2.1803
KWF3,2018-01-14 03:00:00,4.8098,105.7204,-4.6299,1.3032,4.7453,105.2204,-4.5789,1.2458,4.7854,104.6422,-4.6300,1.2097,4.8655,109.6188,-4.5830,1.6336
KWF3,2018-01-14 06:00:00,2.6912,93.3830,-2.6865,0.1588,2.5398,100.9455,-2.4936,0.4822,2.7224,82.0627,-2.6963,-0.3759,2.8914,95.9612,-2.8757,0.3003
KWF3,2018-01-14 09:00:00,3.3353,110.0938,-3.1322,1.1459,3.3411,112.6407,-3.0836,1.2862,3.2034,105.6485,-3.0847,0.8641,3.3411,112.5860,-3.0849,1.2832
KWF3,2018-01-14 12:00:00,4.7373,160.4455,-1.5856,4.4641,4.7461,162.0314,-1.4642,4.5146,4.5313,157.8986,-1.7049,4.1983,4.7647,160.8830,-1.5604,4.5019
KWF3,2018-01-14 15:00:00,3.6226,180.7188,0.0454,3.6223,3.7827,179.6328,-0.0242,3.7826,3.2778,182.4063,0.1376,3.2750,3.7144,182.4063,0.1559,3.7111
KWF3,2018-01-14 18:00:00,4.6786,219.5860,2.9813,3.6056,4.6053,217.3907,2.7966,3.6590,4.6278,221.5078,3.0669,3.4656,4.6727,217.2188,2.8263,3.7210
KWF3,2018-01-14 21:00:00,7.5258,197.0004,2.2004,7.1970,7.6918,196.7582,2.2178,7.3652,7.1479,197.4379,2.1420,6.8194,7.5190,195.0316,1.9501,7.2617
KWF3,2018-01-15 00:00:00,10.5587,201.7110,3.9059,9.8097,10.7208,201.5625,3.9401,9.9705,10.1192,202.2110,3.8252,9.3684,10.3966,201.8047,3.8617,9.6528
KWF3,2018-01-15 03:00:00,12.1408,202.2970,4.6063,11.2330,12.4855,201.8595,4.6488,11.5878,11.5119,202.6017,4.4243,10.6278,12.0627,201.7579,4.4715,11.2033
KWF3,2018-01-15 06:00:00,13.1114,209.9688,6.5495,11.3584,13.2208,210.3125,6.6727,11.4133,12.8682,209.1016,6.2586,11.2437,12.7227,210.4844,6.4543,10.9640
KWF3,2018-01-15 09:00:00,10.8829,211.0235,5.6090,9.3262,10.8321,210.5079,5.4990,9.3325,10.7862,211.3360,5.6095,9.2129,10.7032,210.5392,5.4386,9.2185
KWF3,2018-01-15 12:00:00,10.5259,216.0237,6.1905,8.5131,10.9136,216.1097,6.4317,8.8170,10.1216,215.8128,5.9225,8.2080,10.5513,216.3909,6.2600,8.4937
KWF3,2018-01-15 15:00:00,8.6187,282.8049,8.4044,-1.9102,8.2984,285.8752,7.9819,-2.2700,8.8619,279.8206,8.7320,-1.5115,8.8628,280.9065,8.7028,-1.6769
KWF3,2018-01-15 18:00:00,8.3265,265.8596,8.3048,0.6012,8.4593,265.4611,8.4328,0.6694,8.0130,265.6096,7.9895,0.6134,8.2923,264.3986,8.2527,0.8094
KWF3,2018-01-15 21:00:00,10.6923,241.7272,9.4167,5.0646,10.4901,241.6647,9.2332,4.9789,10.5292,242.3210,9.3243,4.8910,10.9022,241.2897,9.5619,5.2372
KWF3,2018-01-16 00:00:00,10.0263,241.0080,8.7698,4.8596,10.1337,239.8752,8.7650,5.0860,9.8778,241.9533,8.7178,4.6445,9.8905,240.8205,8.6354,4.8221
KWF3,2018-01-16 03:00:00,12.2450,254.5481,11.8024,3.2624,12.2548,253.5715,11.7545,3.4659,12.0810,255.7981,11.7117,2.9639,12.0819,254.5168,11.6435,3.2253
KWF3,2018-01-16 06:00:00,8.1542,259.7578,8.0243,1.4499,8.3095,259.9297,8.1815,1.4530,8.1152,260.4219,8.0020,1.3503,7.9619,259.8438,7.8371,1.4039
KWF3,2018-01-16 09:00:00,9.5468,246.0393,8.7241,3.8771,9.5419,243.5393,8.5423,4.2517,9.4960,248.6096,8.8419,3.4634,9.3320,245.7737,8.5101,3.8293
KWF3,2018-01-16 12:00:00,9.9244,252.3756,9.4586,3.0049,9.8190,252.0709,9.3422,3.0227,10.0368,253.5631,9.6266,2.8400,9.7243,252.8131,9.2900,2.8734
KWF3,2018-01-16 15:00:00,10.8437,255.6174,10.5039,2.6935,10.7705,254.5705,10.3823,2.8655,10.8144,256.9064,10.5333,2.4499,10.5801,256.2814,10.2782,2.5091
KWF3,2018-01-16 18:00:00,9.9260,244.1016,8.9292,4.3355,10.1751,243.8907,9.1368,4.4779,9.4524,244.3126,8.5182,4.0973,9.8714,244.3673,8.8999,4.2704
KWF3,2018-01-16 21:00:00,10.4299,253.8910,10.0203,2.8939,10.3420,252.1957,9.8467,3.1622,10.3723,255.5941,10.0461,2.5805,10.2082,253.3207,9.7787,2.9299
KWF3,2018-01-17 00:00:00,9.1174,254.3606,8.7798,2.4579,9.0939,252.2122,8.6592,2.7781,9.1730,256.9934,8.9377,2.0645,8.9016,254.6653,8.5846,2.3541
KWF3,2018-01-17 03:00:00,12.2014,263.6954,12.1276,1.3399,12.4924,263.4532,12.4110,1.4243,11.8000,263.6642,11.7280,1.3022,12.1360,264.4923,12.0800,1.1648
KWF3,2018-01-17 06:00:00,11.9383,266.8126,11.9198,0.6638,12.0965,266.5938,12.0751,0.7187,11.5828,266.1954,11.5573,0.7686,11.9949,267.7813,11.9860,0.4644
KWF3,2018-01-17 09:00:00,11.9187,268.3220,11.9136,0.3490,12.0544,268.5407,12.0505,0.3070,11.5935,267.3376,11.5810,0.5385,12.0905,267.9001,12.0824,0.4430
KWF3,2018-01-17 12:00:00,11.5515,265.9067,11.5221,0.8246,11.8523,266.3364,11.8281,0.7573,11.1594,264.5708,11.1094,1.0559,11.2595,266.2739,11.2357,0.7317
KWF3,2018-01-17 15:00:00,10.4232,263.3986,10.3541,1.1983,10.4589,263.7657,10.3970,1.1358,10.2719,262.1251,10.1750,1.4074,10.4227,263.1486,10.3483,1.2434
KWF3,2018-01-17 18:00:00,8.9643,246.3052,8.2086,3.6025,8.8686,245.4458,8.0666,3.6854,9.0532,246.7271,8.3166,3.5770,9.0112,245.2739,8.1851,3.7692
KWF3,2018-01-17 21:00:00,9.6988,202.0391,3.6394,8.9901,9.8433,201.5703,3.6188,9.1540,9.3951,202.8203,3.6438,8.6597,9.8101,201.3047,3.5643,9.1397
