turbine,time,speed_k1,direction_k1,u_k1,v_k1,speed_k2,direction_k2,u_k2,v_k2,speed_k3,direction_k3,u_k3,v_k3,speed_k4,direction_k4,u_k4,v_k4
KWF3,2018-04-13 00:00:00,5.0269,7.6016,-0.6650,-4.9828,4.9503,6.8907,-0.5939,-4.9145,4.7599,7.8360,-0.6489,-4.7154,4.9918,9.0391,-0.7843,-4.9298
KWF3,2018-04-13 03:00:00,2.6776,330.6956,1.3106,-2.3350,2.7601,332.4534,1.2765,-2.4472,2.4843,321.8909,1.5332,-1.9547,2.6444,335.3987,1.1009,-2.4044
KWF3,2018-04-13 06:00:00,2.6254,296.5631,2.3483,-1.1740,2.5810,298.7897,2.2619,-1.2430,2.5707,290.8756,2.4019,-0.9160,2.7445,296.7350,2.4511,-1.2347
KWF3,2018-04-13 09:00:00,2.2508,253.2188,2.1549,0.6498,2.2249,255.9062,2.1579,0.5418,2.2869,251.1016,2.1636,0.7407,2.3577,257.1406,2.2986,0.5247
KWF3,2018-04-13 12:00:00,3.8985,234.4926,3.1736,2.2643,3.9176,233.9848,3.1688,2.3035,3.7266,234.6098,3.0381,2.1583,4.0577,236.7426,3.3931,2.2252
KWF3,2018-04-13 15:00:00,3.3373,226.6097,2.4252,2.2926,3.4535,223.4378,2.3745,2.5077,2.9809,228.7581,2.2414,1.9651,3.6230,230.8128,2.8081,2.2892
KWF3,2018-04-13 18:00:00,4.1627,236.4453,3.4690,2.3009,4.1212,238.0078,3.4953,2.1834,4.2037,235.3516,3.4582,2.3900,4.0358,235.9531,3.3440,2.2595
KWF3,2018-04-13 21:00:00,2.8249,210.6646,1.4407,2.4299,2.9802,212.6412,1.6074,2.5095,2.6569,204.1958,1.0890,2.4235,3.0368,210.3208,1.5331,2.6214
KWF3,2018-04-14 00:00:00,3.6827,219.5079,2.3429,2.8413,3.6641,220.4610,2.3778,2.7878,3.4796,219.9923,2.2363,2.6658,3.5699,223.4688,2.4559,2.5908
KWF3,2018-04-14 03:00:00,3.5719,233.1564,2.8585,2.1419,3.2824,232.8595,2.6166,1.9818,3.6218,235.3283,2.9786,2.0603,3.8478,230.5470,2.9711,2.4451
KWF3,2018-04-14 06:00:00,1.5658,207.6491,0.7266,1.3870,1.8270,210.0006,0.9135,1.5822,1.2122,190.6647,0.2243,1.1913,1.7162,208.3834,0.8158,1.5098
KWF3,2018-04-14 09:00:00,2.8350,196.9539,0.8267,2.7117,2.9629,203.4539,1.1793,2.7181,2.6167,192.1492,0.5507,2.5581,2.9531,201.1649,1.0662,2.7539
KWF3,2018-04-14 12:00:00,4.3496,191.4301,0.8620,4.2634,4.2905,191.8441,0.8806,4.1992,4.1856,191.8363,0.8585,4.0966,4.3174,190.0160,0.7509,4.2516
KWF3,2018-04-14 15:00:00,2.7354,158.4532,-1.0046,2.5443,2.7755,158.1407,-1.0334,2.5759,2.5684,157.4767,-0.9839,2.3725,2.8194,159.3517,-0.9942,2.6383
KWF3,2018-04-14 18:00:00,3.7362,125.4690,-3.0429,2.1680,3.9188,125.3987,-3.1944,2.2700,3.4149,122.3283,-2.8856,1.8262,3.4813,128.5862,-2.7213,2.1713
KWF3,2018-04-14 21:00:00,5.1834,112.1802,-4.7999,1.9568,5.1863,115.3130,-4.6884,2.2175,5.0779,107.6958,-4.8377,1.5435,5.4105,112.1645,-5.0107,2.0412
KWF3,2018-04-15 00:00:00,4.8892,122.7113,-4.1138,2.6422,5.0181,124.4535,-4.1379,2.8389,4.6358,119.1800,-4.0475,2.2602,5.2486,122.6488,-4.4193,2.8316
KWF3,2018-04-15 03:00:00,5.0742,127.5556,-4.0226,3.0929,5.1674,130.4541,-3.9320,3.3528,4.8134,122.2431,-4.0712,2.5680,5.4116,125.1181,-4.4265,3.1131
KWF3,2018-04-15 06:00:00,5.7603,131.0551,-4.3437,3.7832,5.6094,126.3676,-4.5168,3.3262,5.4375,132.6879,-3.9969,3.6866,5.8867,128.6801,-4.5955,3.6790
KWF3,2018-04-15 09:00:00,4.7634,130.2818,-3.6339,3.0798,4.9788,131.5553,-3.7257,3.3026,4.3787,127.0474,-3.4948,2.6381,4.8216,129.6490,-3.7124,3.0766
KWF3,2018-04-15 12:00:00,5.1054,147.9532,-2.7090,4.3274,5.3090,150.3595,-2.6256,4.6143,4.7909,143.6251,-2.8413,3.8574,5.1986,142.5235,-3.1630,4.1256
KWF3,2018-04-15 15:00:00,6.1015,172.0867,-0.8400,6.0434,5.9081,168.3211,-1.1960,5.7858,6.1464,175.5398,-0.4780,6.1278,6.0907,173.0945,-0.7323,6.0465
KWF3,2018-04-15 18:00:00,6.6928,173.1493,-0.7983,6.6450,6.6713,172.4931,-0.8716,6.6141,6.5170,174.0868,-0.6714,6.4823,6.6820,172.6962,-0.8495,6.6278
KWF3,2018-04-15 21:00:00,6.6265,183.1488,0.3640,6.6165,6.6870,182.9223,0.3409,6.6783,6.2759,183.1645,0.3464,6.2663,6.5239,182.3207,0.2642,6.5186
KWF3,2018-04-16 00:00:00,7.3177,202.2510,2.7710,6.7728,7.2240,202.1104,2.7191,6.6927,7.2172,202.7042,2.7856,6.6579,7.1752,203.3917,2.8486,6.5855
KWF3,2018-04-16 03:00:00,7.3598,205.1022,3.1223,6.6647,7.4599,206.9225,3.3778,6.6514,7.2724,204.4928,3.0150,6.6180,7.3022,206.1100,3.2137,6.5570
KWF3,2018-04-16 06:00:00,6.1573,218.3986,3.8245,4.8255,6.2042,219.7423,3.9665,4.7706,6.0880,217.5861,3.7134,4.8243,6.0391,219.3048,3.8255,4.6730
KWF3,2018-04-16 09:00:00,6.9163,226.7423,5.0370,4.7396,6.8284,226.6955,4.9692,4.6835,6.8758,227.3830,5.0599,4.6556,6.8900,227.1486,5.0512,4.6859
KWF3,2018-04-16 12:00:00,6.6601,225.7348,4.7694,4.6486,6.8301,227.8598,5.0645,4.5826,6.4106,223.1410,4.3836,4.6777,6.7036,226.3676,4.8519,4.6257
KWF3,2018-04-16 15:00:00,6.7500,203.8129,2.7253,6.1754,6.3808,203.8598,2.5810,5.8355,6.8315,204.1254,2.7923,6.2348,6.9746,206.5394,3.1163,6.2397
KWF3,2018-04-16 18:00:00,8.9097,202.4927,3.4085,8.2319,8.6963,203.4848,3.4655,7.9760,8.8477,201.9458,3.3066,8.2066,8.6563,201.2739,3.1407,8.0664
KWF3,2018-04-16 21:00:00,8.1269,184.9689,0.7039,8.0963,8.2030,184.7658,0.6815,8.1747,7.6918,184.5001,0.6035,7.6681,7.9423,183.7267,0.5162,7.9255
KWF3,2018-04-17 00:00:00,8.7409,174.7111,-0.8057,8.7037,8.7897,174.9377,-0.7756,8.7554,8.2355,174.1096,-0.8452,8.1920,8.7033,174.1564,-0.8861,8.6581
KWF3,2018-04-17 03:00:00,9.3606,179.7425,-0.0421,9.3605,9.6872,180.3675,0.0621,9.6870,8.7150,179.3831,-0.0938,8.7145,9.1560,179.0159,-0.1572,9.1546
KWF3,2018-04-17 06:00:00,10.0920,191.3207,1.9811,9.8957,10.2380,191.3363,2.0125,10.0383,9.4910,191.3285,1.8644,9.3061,10.0940,190.4379,1.8287,9.9270
KWF3,2018-04-17 09:00:00,10.7190,184.5393,0.8483,10.6854,10.8709,183.9143,0.7421,10.8455,10.2127,185.3205,0.9470,10.1687,10.6477,183.1096,0.5776,10.6320
KWF3,2018-04-17 12:00:00,12.2586,192.1720,2.5847,11.9830,12.2991,191.7892,2.5128,12.0397,11.7981,193.0626,2.6666,11.4928,12.1492,191.5470,2.4319,11.9033
KWF3,2018-04-17 15:00:00,11.3769,198.8751,3.6805,10.7651,11.2036,198.3985,3.5361,10.6309,11.2143,199.7657,3.7924,10.5536,11.1460,197.7110,3.3908,10.6177
KWF3,2018-04-17 18:00:00,9.7466,193.7113,2.3102,9.4688,9.7197,193.8285,2.3232,9.4380,9.4272,194.0316,2.2857,9.1459,9.4795,193.2972,2.1803,9.2253
KWF3,2018-04-17 21:00:00,8.9858,195.5625,2.4108,8.6564,8.6542,194.8672,2.2205,8.3645,8.9355,195.9922,2.4618,8.5897,8.6948,194.9297,2.2401,8.4013
KWF3,2018-04-18 00:00:00,8.6203,200.9141,3.0772,8.0524,8.6164,200.5313,3.0219,8.0691,8.2693,201.4766,3.0276,7.6951,8.4118,199.7735,2.8457,7.9159
KWF3,2018-04-18 03:00:00,8.5502,186.5235,0.9714,8.4949,8.8549,187.1954,1.1091,8.7852,7.8300,186.5782,0.8970,7.7785,8.6030,184.5548,0.6832,8.5758
KWF3,2018-04-18 06:00:00,7.2001,195.7346,1.9525,6.9303,7.3720,196.9065,2.1439,7.0534,6.7407,194.5862,1.6975,6.5234,7.0688,195.7346,1.9169,6.8039
KWF3,2018-04-18 09:00:00,6.6337,207.2110,3.0334,5.8995,6.4965,207.2266,2.9722,5.7767,6.5692,208.1641,3.1007,5.7914,6.4569,206.8360,2.9149,5.7615
KWF3,2018-04-18 12:00:00,5.9844,194.0156,1.4493,5.8062,5.9448,193.2969,1.3673,5.7854,5.7095,195.1953,1.4965,5.5098,5.9409,192.8359,1.3198,5.7924
KWF3,2018-04-18 15:00:00,5.7473,155.7039,-2.3648,5.2383,5.4465,155.8835,-2.2254,4.9712,5.8797,155.7976,-2.4104,5.3629,5.6511,155.5632,-2.3378,5.1449
KWF3,2018-04-18 18:00:00,8.1764,158.4299,-3.0060,7.6038,8.1217,158.6252,-2.9601,7.5631,7.8287,157.6877,-2.9722,7.2426,8.3902,155.7736,-3.4429,7.6513
KWF3,2018-04-18 21:00:00,7.6044,132.5313,-5.6038,5.1405,7.7001,135.6797,-5.3798,5.5090,7.1537,128.0313,-5.6348,4.4074,7.7480,131.2501,-5.8252,5.1086
KWF3,2018-04-19 00:00:00,6.4341,140.2426,-4.1148,4.9463,6.7959,143.4691,-4.0453,5.4608,5.7349,134.6566,-4.0794,4.0308,6.8540,138.4379,-4.5472,5.1284
KWF3,2018-04-19 03:00:00,3.8674,153.1642,-1.7459,3.4509,4.5197,155.1407,-1.9001,4.1009,2.6003,144.2813,-1.5181,2.1112,4.5461,151.9063,-2.1408,4.0105
KWF3,2018-04-19 06:00:00,5.4493,151.0703,-2.6360,4.7693,5.9952,150.9063,-2.9151,5.2388,4.3883,141.4610,-2.7341,3.4324,6.2628,153.1016,-2.8333,5.5852
KWF3,2018-04-19 09:00:00,2.9009,182.2115,0.1119,2.8987,3.1777,182.9536,0.1637,3.1735,2.4380,181.0630,0.0452,2.4376,2.8447,179.2896,-0.0353,2.8445
KWF3,2018-04-19 12:00:00,1.9742,202.8829,0.7677,1.8189,2.0021,199.8829,0.6809,1.8827,1.9049,208.7892,0.9174,1.6695,2.0299,200.2501,0.7026,1.9044
KWF3,2018-04-19 15:00:00,3.9152,205.7813,1.7028,3.5254,3.8395,200.6250,1.3525,3.5934,3.8634,212.5157,2.0767,3.2578,3.9728,194.8829,1.0204,3.8395
KWF3,2018-04-19 18:00:00,2.7770,238.7344,2.3737,1.4413,3.0323,228.7266,2.2790,2.0003,2.5675,249.2735,2.4013,0.9087,3.0030,238.6563,2.5648,1.5621
KWF3,2018-04-19 21:00:00,2.8031,265.7111,2.7953,0.2096,2.8598,257.8205,2.7954,0.6033,2.6449,273.2345,2.6407,-0.1492,3.1791,260.0705,3.1315,0.5482
KWF3,2018-04-20 00:00:00,4.5639,288.7111,4.3227,-1.4641,4.6444,287.7579,4.4231,-1.4165,4.6542,286.2970,4.4672,-1.3060,4.5927,287.1486,4.3885,-1.3542
KWF3,2018-04-20 03:00:00,5.2178,288.5781,4.9459,-1.6624,4.9981,280.6875,4.9114,-0.9269,5.2286,292.8516,4.8182,-2.0305,5.0611,288.1562,4.8091,-1.5771
KWF3,2018-04-20 06:00:00,5.0793,288.6719,4.8119,-1.6261,4.9015,281.2266,4.8078,-0.9543,5.0114,292.2813,4.6372,-1.9001,5.0842,286.9766,4.8626,-1.4845
KWF3,2018-04-20 09:00:00,4.1729,292.6252,3.8517,-1.6053,4.0176,287.6877,3.8277,-1.2207,4.2065,295.4142,3.7995,-1.8053,4.2051,292.7423,3.8781,-1.6256
KWF3,2018-04-20 12:00:00,2.9878,298.0083,2.6379,-1.4031,2.9536,296.2895,2.6481,-1.3082,2.9839,300.0395,2.5831,-1.4937,3.0689,300.0786,2.6556,-1.5381
KWF3,2018-04-20 15:00:00,3.9181,301.7188,3.3329,-2.0599,4.0289,298.6250,3.5365,-1.9302,3.7438,305.8203,3.0357,-2.1910,4.0348,306.3359,3.2503,-2.3907
KWF3,2018-04-20 18:00:00,2.6834,315.7738,1.8717,-1.9229,2.6082,308.6801,2.0361,-1.6301,2.7694,324.1410,1.6223,-2.2445,2.6512,319.0004,1.7393,-2.0009
KWF3,2018-04-20 21:00:00,4.6920,347.3829,1.0249,-4.5787,4.5933,345.2266,1.1713,-4.4415,4.6925,348.7032,0.9192,-4.6015,4.6881,353.3516,0.5428,-4.6565
KWF3,2018-04-21 00:00:00,5.6951,30.9689,-2.9305,-4.8832,5.3504,31.2189,-2.7731,-4.5756,5.7298,31.2501,-2.9725,-4.8984,5.7366,31.2657,-2.9773,-4.9035
KWF3,2018-04-21 03:00:00,3.0566,55.8517,-2.5296,-1.7158,2.8569,55.7892,-2.3625,-1.6062,3.2162,58.1954,-2.7333,-1.6950,3.3779,57.7345,-2.8563,-1.8032
KWF3,2018-04-21 06:00:00,4.3416,83.6565,-4.3150,-0.4797,4.1346,85.3518,-4.1210,-0.3351,4.4603,81.1018,-4.4066,-0.6899,4.7171,86.3596,-4.7076,-0.2995
KWF3,2018-04-21 09:00:00,4.0977,107.1406,-3.9157,1.2077,4.0122,107.2969,-3.8308,1.1929,4.0747,105.0703,-3.9346,1.0594,4.2798,108.3125,-4.0631,1.3447
KWF3,2018-04-21 12:00:00,4.6932,129.8361,-3.6038,3.0065,4.7753,128.7971,-3.7217,2.9920,4.4491,130.0939,-3.4035,2.8654,4.6332,130.7658,-3.5091,3.0253
KWF3,2018-04-21 15:00:00,2.9116,153.5159,-1.2984,2.6061,2.7715,150.1253,-1.3805,2.4032,2.8623,156.5003,-1.1413,2.6249,3.2061,152.1643,-1.4970,2.8351
KWF3,2018-04-21 18:00:00,5.5889,129.8206,-4.2926,3.5791,5.6260,129.6799,-4.3299,3.5922,5.6002,129.5706,-4.3168,3.5675,5.8912,128.8206,-4.5899,3.6931
KWF3,2018-04-21 21:00:00,6.5117,183.6562,0.4153,6.4984,7.0693,183.7578,0.4633,7.0541,5.6743,182.2812,0.2259,5.6698,6.5981,182.3672,0.2725,6.5925
KWF3,2018-04-22 00:00:00,4.5466,149.7033,-2.2937,3.9257,4.9002,152.4689,-2.2650,4.3453,3.9177,145.5080,-2.2186,3.2290,4.8582,150.8908,-2.3634,4.2446
KWF3,2018-04-22 03:00:00,5.2018,160.2267,-1.7598,4.8951,5.5114,159.2423,-1.9533,5.1536,4.6637,160.5313,-1.5544,4.3971,5.5631,156.4220,-2.2252,5.0987
KWF3,2018-04-22 06:00:00,6.7201,173.5626,-0.7534,6.6777,7.1742,173.7970,-0.7752,7.1322,6.1190,172.6016,-0.7879,6.0680,6.8368,174.1173,-0.7007,6.8007
KWF3,2018-04-22 09:00:00,5.9106,215.0627,3.3955,4.8380,5.7182,215.2346,3.2990,4.6706,5.9502,216.2268,3.5164,4.7999,5.7031,217.1487,3.4440,4.5458
KWF3,2018-04-22 12:00:00,6.3955,242.9533,5.6961,2.9082,6.4107,240.8049,5.5963,3.1270,6.1988,244.8127,5.6094,2.6381,6.4151,242.1955,5.6744,2.9923
KWF3,2018-04-22 15:00:00,8.3905,243.0312,7.4780,3.8051,8.3348,242.1328,7.3682,3.8959,8.3289,244.8047,7.5365,3.5457,8.5941,242.3828,7.6149,3.9839
KWF3,2018-04-22 18:00:00,8.8823,247.3672,8.1983,3.4181,8.7944,246.6485,8.0741,3.4859,8.8144,248.7656,8.2160,3.1924,8.9184,247.8516,8.2603,3.3623
KWF3,2018-04-22 21:00:00,8.2413,247.2747,7.6015,3.1837,8.1534,248.2200,7.5714,3.0253,8.0851,247.1575,7.4510,3.1386,8.2940,246.4465,7.6030,3.3143
KWF3,2018-04-23 00:00:00,9.0829,253.4220,8.7053,2.5915,9.1659,251.3126,8.6826,2.9368,8.8480,255.1173,8.5512,2.2725,9.0409,252.4376,8.6195,2.7280
KWF3,2018-04-23 03:00:00,7.6857,244.7500,6.9514,3.2785,7.9674,241.3828,6.9941,3.8160,7.2189,246.9688,6.6435,2.8243,7.7345,244.5078,6.9815,3.3288
KWF3,2018-04-23 06:00:00,7.5767,242.6486,6.7297,3.4811,7.8511,240.3517,6.8232,3.8837,7.1358,243.8517,6.4055,3.1447,7.5401,242.2502,6.6729,3.5108
KWF3,2018-04-23 09:00:00,6.8018,253.6174,6.5256,1.9184,6.8799,254.1955,6.6198,1.8738,6.6006,253.2033,6.3190,1.9074,6.8638,253.9377,6.5958,1.8991
KWF3,2018-04-23 12:00:00,7.6915,240.5237,6.6959,3.7847,7.6861,240.0706,6.6611,3.8349,7.5147,242.1487,6.6442,3.5107,7.7032,240.4378,6.7004,3.8005
KWF3,2018-04-23 15:00:00,8.1115,235.6721,6.6986,4.5743,8.2135,235.5940,6.7766,4.6411,7.9113,235.0550,6.4849,4.5315,8.3898,235.6018,6.9227,4.7397
KWF3,2018-04-23 18:00:00,10.0782,234.9223,8.2477,5.7918,10.3087,233.8988,8.3292,6.0740,9.6891,235.7582,8.0097,5.4519,10.0733,234.4613,8.1969,5.8552
KWF3,2018-04-23 21:00:00,8.9618,233.3126,7.1865,5.3542,9.1615,232.6016,7.2782,5.5643,8.5936,233.8751,6.9414,5.0664,9.1483,235.2188,7.5139,5.2186
KWF3,2018-04-24 00:00:00,9.1530,246.3126,8.3819,3.6772,9.3049,245.1329,8.4422,3.9128,8.8503,246.8829,8.1396,3.4747,9.1740,246.3907,8.4061,3.6742
KWF3,2018-04-24 03:00:00,8.0212,250.2894,7.5512,2.7053,8.1242,249.1019,7.5898,2.8980,7.9797,250.7504,7.5335,2.6308,7.9382,250.5629,7.4858,2.6416
KWF3,2018-04-24 06:00:00,8.6747,251.5781,8.2301,2.7413,8.6781,252.0547,8.2559,2.6738,8.4149,250.8750,7.9504,2.7570,8.6048,251.1328,8.1425,2.7826
KWF3,2018-04-24 09:00:00,6.2040,237.5860,5.2374,3.3256,6.3510,236.9142,5.3212,3.4670,5.8666,237.1095,4.9263,3.1858,6.2856,236.8595,5.2631,3.4363
KWF3,2018-04-24 12:00:00,5.3542,213.8833,2.9850,4.4449,5.2536,214.1020,2.9455,4.3502,5.3406,213.3130,2.9331,4.4630,5.4294,213.9536,3.0324,4.5037
KWF3,2018-04-24 15:00:00,5.9245,183.9141,0.4044,5.9107,5.5012,183.4375,0.3299,5.4913,6.0349,184.9141,0.5170,6.0127,6.0598,184.1172,0.4351,6.0441
KWF3,2018-04-24 18:00:00,9.8617,212.3754,5.2806,8.3288,10.3100,216.8285,6.1800,8.2525,9.6674,209.7191,4.7926,8.3958,10.3056,217.2894,6.2436,8.1990
KWF3,2018-04-24 21:00:00,9.3561,245.1016,8.4865,3.9390,9.3898,243.5313,8.4055,4.1851,9.1568,246.0469,8.3682,3.7176,9.2745,244.3985,8.3640,4.0076
KWF3,2018-04-25 00:00:00,7.8465,281.9299,7.6771,-1.6220,7.8851,279.4924,7.7771,-1.3004,7.6170,283.7502,7.3987,-1.8105,7.6966,283.2033,7.4932,-1.7580
KWF3,2018-04-25 03:00:00,6.8892,253.9610,6.6210,1.9034,6.9146,252.3594,6.5894,2.0954,6.8071,255.2969,6.5842,1.7277,6.8364,252.0469,6.5036,2.1072
KWF3,2018-04-25 06:00:00,7.0529,248.8438,6.5775,2.5455,7.0573,246.7657,6.4849,2.7840,6.9391,250.5235,6.5420,2.3136,6.7213,247.3985,6.2051,2.5831
KWF3,2018-04-25 09:00:00,7.4222,247.8359,6.8737,2.8001,7.2913,246.4219,6.6826,2.9165,7.4080,249.4297,6.9357,2.6029,7.4588,246.9844,6.8651,2.9163
KWF3,2018-04-25 12:00:00,8.6464,240.0391,7.4909,4.3181,8.5204,239.2188,7.3201,4.3604,8.4457,239.0079,7.2400,4.3489,8.7460,239.2735,7.5182,4.4687
KWF3,2018-04-25 15:00:00,7.7538,239.9532,6.7118,3.8824,7.7337,237.9376,6.5541,4.1054,7.6571,241.3751,6.7212,3.6683,7.7181,240.0470,6.6872,3.8536
KWF3,2018-04-25 18:00:00,7.5686,250.0237,7.1132,2.5857,7.6770,249.4455,7.1883,2.6954,7.2459,250.1096,6.8136,2.4652,7.6077,250.2893,7.1619,2.5659
KWF3,2018-04-25 21:00:00,5.9814,247.6875,5.5335,2.2709,5.9369,246.0313,5.4250,2.4118,5.9501,248.1407,5.5223,2.2154,5.9789,247.3907,5.5194,2.2986
KWF3,2018-04-26 00:00:00,9.4477,246.6486,8.6739,3.7448,9.5552,244.5939,8.6311,4.0995,9.1509,247.7736,8.4709,3.4615,9.4097,245.9376,8.5920,3.8366
KWF3,2018-04-26 03:00:00,9.2903,247.2112,8.5650,3.5984,9.4568,244.1330,8.5093,4.1258,8.9914,249.2424,8.4078,3.1867,8.9919,245.6721,8.1935,3.7043
KWF3,2018-04-26 06:00:00,8.1565,244.0471,7.3340,3.5696,8.2757,241.2893,7.2582,3.9755,7.9544,246.2502,7.2807,3.2036,7.8611,242.8127,6.9926,3.5917
KWF3,2018-04-26 09:00:00,8.6432,250.9464,8.1696,2.8216,8.6119,250.7745,8.1316,2.8358,8.5568,251.9464,8.1355,2.6518,8.6959,250.4073,8.1924,2.9160
KWF3,2018-04-26 12:00:00,8.2079,250.0235,7.7141,2.8041,8.2016,250.2032,7.7169,2.7778,8.0815,250.6095,7.6231,2.6831,8.2187,250.1720,7.7314,2.7878
KWF3,2018-04-26 15:00:00,8.1381,253.7032,7.8111,2.2836,8.2059,253.9142,7.8847,2.2737,7.9354,254.1954,7.6354,2.1613,8.2831,254.9220,7.9979,2.1547
KWF3,2018-04-26 18:00:00,5.3758,265.3049,5.3578,0.4400,5.6879,272.3674,5.6830,-0.2350,5.3812,258.3674,5.2707,1.0850,5.4476,267.6643,5.4431,0.2220
KWF3,2018-04-26 21:00:00,5.1818,229.3051,3.9288,3.3787,4.4762,225.5317,3.1944,3.1356,5.8570,232.5551,4.6501,3.5611,5.3424,229.4770,4.0610,3.4712
KWF3,2018-04-27 00:00:00,5.1265,229.2266,3.8823,3.3480,5.5913,229.9688,4.2812,3.5964,4.6026,226.3594,3.3308,3.1764,5.0982,229.8906,3.8992,3.2845
KWF3,2018-04-27 03:00:00,2.6322,217.1095,1.5881,2.0991,2.9535,219.9142,1.8951,2.2654,2.3016,215.0470,1.3217,1.8843,2.6874,214.2579,1.5128,2.2212
KWF3,2018-04-27 06:00:00,1.8807,198.2973,0.5904,1.7856,2.1273,193.6411,0.5017,2.0673,1.3285,190.5708,0.2437,1.3059,1.9095,194.2973,0.4716,1.8504
KWF3,2018-04-27 09:00:00,3.4579,92.7579,-3.4539,0.1664,3.2118,91.8829,-3.2100,0.1055,3.6610,91.1017,-3.6603,0.0704,3.4491,91.8204,-3.4473,0.1096
KWF3,2018-04-27 12:00:00,4.8048,82.8517,-4.7675,-0.5979,4.5905,87.4689,-4.5860,-0.2027,5.0480,78.5548,-4.9476,-1.0017,4.6827,84.1095,-4.6580,-0.4806
KWF3,2018-04-27 15:00:00,4.7561,48.9065,-3.5843,-3.1261,4.7839,50.0080,-3.6651,-3.0745,4.5339,46.9846,-3.3150,-3.0930,4.6506,48.4143,-3.4785,-3.0868
KWF3,2018-04-27 18:00:00,5.8270,38.0710,-3.5931,-4.5873,5.6531,38.9304,-3.5523,-4.3976,5.9363,37.5632,-3.6190,-4.7056,5.9891,38.1648,-3.7008,-4.7088
KWF3,2018-04-27 21:00:00,5.7811,20.1334,-1.9899,-5.4279,5.8373,20.4381,-2.0383,-5.4698,5.7191,19.1647,-1.8775,-5.4022,5.8827,20.2428,-2.0354,-5.5193
KWF3,2018-04-28 00:00:00,6.5159,13.8127,-1.5556,-6.3274,6.3879,15.8908,-1.7490,-6.1438,6.4719,12.1564,-1.3629,-6.3268,6.5637,14.5627,-1.6504,-6.3528
KWF3,2018-04-28 03:00:00,6.5703,11.9376,-1.3590,-6.4282,6.3091,13.6876,-1.4929,-6.1299,6.6152,11.6329,-1.3339,-6.4794,6.7642,13.5079,-1.5800,-6.5771
KWF3,2018-04-28 06:00:00,6.4345,3.6250,-0.4068,-6.4216,6.1240,2.9844,-0.3188,-6.1157,6.4584,4.2734,-0.4813,-6.4405,6.4076,3.6953,-0.4130,-6.3943
KWF3,2018-04-28 09:00:00,5.4692,6.4846,-0.6177,-5.4342,5.2036,6.4689,-0.5863,-5.1705,5.5396,6.8830,-0.6639,-5.4996,5.5308,7.3049,-0.7032,-5.4859
KWF3,2018-04-28 12:00:00,4.7785,11.8282,-0.9795,-4.6770,4.9162,14.9532,-1.2685,-4.7497,4.4216,8.0078,-0.6160,-4.3785,4.8156,14.2891,-1.1886,-4.6666
KWF3,2018-04-28 15:00:00,4.3076,25.7346,-1.8704,-3.8804,4.0884,28.9455,-1.9787,-3.5776,4.4170,23.0705,-1.7309,-4.0637,4.2685,28.1955,-2.0168,-3.7620
KWF3,2018-04-28 18:00:00,3.6904,16.7582,-1.0641,-3.5337,3.6680,18.0629,-1.1373,-3.4872,3.5659,16.6019,-1.0189,-3.4172,3.7202,19.9535,-1.2695,-3.4969
KWF3,2018-04-28 21:00:00,4.2760,23.5628,-1.7093,-3.9195,4.2189,23.1643,-1.6596,-3.8788,4.2799,24.7893,-1.7945,-3.8855,4.2448,25.7268,-1.8426,-3.8240
KWF3,2018-04-29 00:00:00,4.1647,19.4457,-1.3865,-3.9272,4.0207,19.0863,-1.3147,-3.7997,4.2067,20.3285,-1.4614,-3.9447,4.1018,21.0160,-1.4710,-3.8289
KWF3,2018-04-29 03:00:00,4.2333,20.1486,-1.4582,-3.9742,3.8749,20.3986,-1.3506,-3.6319,4.4643,20.3595,-1.5532,-4.1854,4.2064,22.2579,-1.5933,-3.8930
KWF3,2018-04-29 06:00:00,5.2597,18.5394,-1.6724,-4.9867,5.0844,18.4457,-1.6087,-4.8232,5.2929,18.8128,-1.7068,-5.0101,5.1659,19.5316,-1.7271,-4.8687
KWF3,2018-04-29 09:00:00,7.3715,33.3360,-4.0510,-6.1586,7.1933,33.7345,-3.9947,-5.9821,7.3495,33.1407,-4.0180,-6.1540,7.2172,33.7813,-4.0129,-5.9987
KWF3,2018-04-29 12:00:00,7.9267,29.7656,-3.9353,-6.8809,7.6802,30.9766,-3.9529,-6.5848,8.1113,28.9531,-3.9266,-7.0975,7.7891,30.9922,-4.0108,-6.6771
KWF3,2018-04-29 15:00:00,8.2998,30.9456,-4.2679,-7.1184,7.9990,30.9065,-4.1086,-6.8632,8.4492,31.4377,-4.4069,-7.2089,8.2451,29.6799,-4.0826,-7.1634
KWF3,2018-04-29 18:00:00,7.9958,24.5626,-3.3238,-7.2722,7.6574,25.4455,-3.2900,-6.9146,8.1794,24.2267,-3.3564,-7.4590,7.9094,26.3283,-3.5079,-7.0889
KWF3,2018-04-29 21:00:00,8.8553,13.6879,-2.0954,-8.6038,8.4471,13.7035,-2.0011,-8.2066,8.9881,14.1566,-2.1982,-8.7151,8.8045,14.0551,-2.1382,-8.5409
KWF3,2018-04-30 00:00:00,9.6787,15.4299,-2.5751,-9.3299,9.3409,15.6877,-2.5257,-8.9929,9.7539,15.6642,-2.6336,-9.3917,9.7285,16.4845,-2.7605,-9.3287
KWF3,2018-04-30 03:00:00,10.1332,4.1643,-0.7358,-10.1064,9.6449,4.0628,-0.6833,-9.6207,10.2289,4.2034,-0.7497,-10.2014,10.3910,5.6018,-1.0143,-10.3414
