turbine,time,speed_k1,direction_k1,u_k1,v_k1,speed_k2,direction_k2,u_k2,v_k2,speed_k3,direction_k3,u_k3,v_k3,speed_k4,direction_k4,u_k4,v_k4
KWF2,2018-01-04 03:00:00,6.7566,238.0158,5.7309,3.5789,7.1999,239.7658,6.2205,3.6254,6.4714,238.3361,5.5081,3.3971,6.1511,235.4767,5.0679,3.4861
KWF2,2018-01-04 06:00:00,5.5524,199.9925,1.8984,5.2178,5.8444,203.0160,2.2851,5.3792,5.1696,195.3128,1.3652,4.9861,5.1178,196.4378,1.4482,4.9087
KWF2,2018-01-04 09:00:00,9.0132,153.9065,-3.9644,8.0946,9.0772,153.0159,-4.1187,8.0890,9.3560,155.1956,-3.9251,8.4929,8.4537,153.1799,-3.8142,7.5443
KWF2,2018-01-04 12:00:00,11.6854,226.7271,8.5081,8.0100,11.3836,224.5396,7.9845,8.1139,11.7538,227.7583,8.7015,7.9016,11.7772,228.1880,8.7780,7.8517
KWF2,2018-01-04 15:00:00,16.7597,269.7271,16.7595,0.0798,16.8915,270.6334,16.8905,-0.1867,16.6102,270.3756,16.6099,-0.1089,16.5136,268.6100,16.5087,0.4006
KWF2,2018-01-04 18:00:00,13.7475,264.4462,13.6829,1.3305,14.2045,265.2509,14.1557,1.1760,13.3568,264.1571,13.2874,1.3597,13.2943,263.5868,13.2111,1.4849
KWF2,2018-01-04 21:00:00,10.0326,241.8679,8.8474,4.7304,10.3295,241.1179,9.0447,4.9892,9.6332,241.3991,8.4577,4.6115,9.5121,242.0007,8.3988,4.4656
KWF2,2018-01-05 00:00:00,5.9646,235.9611,4.9426,3.3387,6.1404,235.4142,5.0552,3.4855,6.0466,234.8907,4.9465,3.4776,5.5886,235.2501,4.5919,3.1855
KWF2,2018-01-05 03:00:00,7.3566,239.7344,6.3539,3.7078,7.7785,238.3203,6.6195,4.0850,7.2067,238.6875,6.1570,3.7454,6.8590,239.6016,5.9161,3.4707
KWF2,2018-01-05 06:00:00,4.7464,186.1962,0.5123,4.7187,4.7816,186.3525,0.5291,4.7522,4.7410,181.7743,0.1468,4.7388,4.4608,187.6103,0.5908,4.4215
KWF2,2018-01-05 09:00:00,9.1199,196.2267,2.5484,8.7566,9.0916,196.7658,2.6226,8.7051,9.2249,195.3049,2.4349,8.8977,8.9973,195.3674,2.3844,8.6756
KWF2,2018-01-05 12:00:00,10.1725,202.5783,3.9057,9.3928,9.9684,201.2971,3.6205,9.2876,9.9064,203.6330,3.9712,9.0755,10.2833,203.7737,4.1455,9.4107
KWF2,2018-01-05 15:00:00,11.0241,238.8829,9.4378,5.6971,10.1847,238.5704,8.6904,5.3108,10.6520,246.2189,9.7475,4.2953,11.7609,239.2423,10.1066,6.0146
KWF2,2018-01-05 18:00:00,4.1402,277.5236,4.1046,-0.5421,4.4410,280.0392,4.3730,-0.7742,3.7506,270.9220,3.7501,-0.0604,3.8497,275.9923,3.8286,-0.4019
KWF2,2018-01-05 21:00:00,5.1370,247.7584,4.7548,1.9444,5.1580,247.6959,4.7721,1.9576,5.0584,248.5396,4.7077,1.8507,4.8514,247.4693,4.4811,1.8590
KWF2,2018-01-06 00:00:00,4.9289,306.2503,3.9749,-2.9145,4.6369,308.2425,3.6418,-2.8702,4.6467,308.7972,3.6215,-2.9115,4.7112,298.3362,4.1467,-2.2361
KWF2,2018-01-06 03:00:00,3.9017,327.4453,2.0995,-3.2887,3.4789,324.4610,2.0221,-2.8308,4.1991,326.9375,2.2908,-3.5192,4.1483,329.6016,2.0991,-3.5780
KWF2,2018-01-06 06:00:00,4.3220,53.8361,-3.4893,-2.5504,3.8913,56.5704,-3.2476,-2.1438,4.3425,53.9298,-3.5100,-2.5568,4.5105,52.1017,-3.5592,-2.7706
KWF2,2018-01-06 09:00:00,5.3658,21.4609,-1.9632,-4.9937,5.2554,21.1875,-1.8994,-4.9002,5.4839,24.1172,-2.2408,-5.0053,5.2535,22.2813,-1.9919,-4.8612
KWF2,2018-01-06 12:00:00,8.5961,33.1643,-4.7024,-7.1958,8.3959,32.3752,-4.4957,-7.0908,8.6156,34.8908,-4.9283,-7.0669,8.6420,34.3518,-4.8764,-7.1347
KWF2,2018-01-06 15:00:00,9.9184,34.8601,-5.6691,-8.1385,9.4867,34.5164,-5.3756,-7.8167,9.9213,35.6804,-5.7867,-8.0589,10.1732,35.2117,-5.8659,-8.3118
KWF2,2018-01-06 18:00:00,8.9469,29.0238,-4.3408,-7.8234,8.7194,31.2738,-4.5265,-7.4524,8.9479,30.4613,-4.5362,-7.7129,8.8161,26.5238,-3.9370,-7.8882
KWF2,2018-01-06 21:00:00,8.8000,26.4766,-3.9233,-7.8770,8.2414,26.5078,-3.6783,-7.3750,8.7755,26.7813,-3.9541,-7.8342,9.1564,26.1484,-4.0352,-8.2193
KWF2,2018-01-07 00:00:00,7.7940,23.3908,-3.0942,-7.1534,7.3565,22.1564,-2.7744,-6.8132,7.8838,24.8126,-3.3085,-7.1560,8.0733,24.4767,-3.3449,-7.3477
KWF2,2018-01-07 03:00:00,8.8646,27.6880,-4.1190,-7.8496,8.3217,26.2115,-3.6756,-7.4660,8.9047,28.3052,-4.2223,-7.8400,9.1498,28.6099,-4.3813,-8.0326
KWF2,2018-01-07 06:00:00,9.0261,37.1172,-5.4468,-7.1975,8.5613,37.5235,-5.2146,-6.7900,9.0740,38.2110,-5.6128,-7.1298,9.2703,36.5157,-5.5162,-7.4505
KWF2,2018-01-07 09:00:00,8.5982,47.8906,-6.3787,-5.7655,8.4713,49.5625,-6.4476,-5.4946,9.0240,49.7188,-6.8842,-5.8344,8.5543,46.4219,-6.1970,-5.8968
KWF2,2018-01-07 12:00:00,9.9955,64.0162,-8.9851,-4.3792,9.1791,65.8678,-8.3768,-3.7528,9.9212,65.8834,-9.0553,-4.0538,10.4496,62.0631,-9.2318,-4.8956
KWF2,2018-01-07 15:00:00,9.7329,59.6567,-8.3996,-4.9169,9.5942,60.8598,-8.3799,-4.6719,9.8394,60.4927,-8.5631,-4.8462,9.8462,58.8598,-8.4274,-5.0918
KWF2,2018-01-07 18:00:00,10.3484,59.1563,-8.8848,-5.3056,10.0545,62.6797,-8.9330,-4.6146,10.4646,61.1797,-9.1684,-5.0446,10.4881,55.6485,-8.6589,-5.9181
KWF2,2018-01-07 21:00:00,10.9694,60.5861,-9.5554,-5.3872,10.3375,63.0861,-9.2178,-4.6793,11.2213,61.9845,-9.9064,-5.2708,11.2828,58.1720,-9.5863,-5.9502
KWF2,2018-01-08 00:00:00,10.3938,64.6646,-9.3941,-4.4477,10.1350,67.0552,-9.3332,-3.9511,10.7561,66.4927,-9.8635,-4.2903,10.4925,62.4302,-9.3010,-4.8562
KWF2,2018-01-08 03:00:00,9.8096,65.8606,-8.9518,-4.0117,9.6006,68.2512,-8.9172,-3.5574,10.1934,67.8137,-9.4387,-3.8492,9.7705,63.8215,-8.7683,-4.3104
KWF2,2018-01-08 06:00:00,9.2403,61.3359,-8.1079,-4.4323,9.0430,64.4297,-8.1573,-3.9031,9.5127,64.1797,-8.5630,-4.1433,9.2403,58.3672,-7.8674,-4.8463
KWF2,2018-01-08 09:00:00,7.5563,72.3594,-7.2010,-2.2899,7.3425,75.0626,-7.0944,-1.8926,7.8244,74.7579,-7.5492,-2.0570,7.5690,69.2188,-7.0766,-2.6855
KWF2,2018-01-08 12:00:00,6.6887,75.4456,-6.4741,-1.6809,6.4939,79.9378,-6.3940,-1.1346,6.7947,77.3206,-6.6290,-1.4914,6.7244,70.0706,-6.3217,-2.2921
KWF2,2018-01-08 15:00:00,5.9614,71.4146,-5.6505,-1.9000,5.7964,73.6490,-5.5619,-1.6318,6.0224,73.0474,-5.7607,-1.7560,5.9931,68.9693,-5.5939,-2.1507
KWF2,2018-01-08 18:00:00,5.7616,70.9219,-5.4452,-1.8832,5.6904,74.8125,-5.4916,-1.4907,5.9296,72.6875,-5.6610,-1.7646,5.7275,65.4844,-5.2111,-2.3766
KWF2,2018-01-08 21:00:00,6.0937,82.0006,-6.0344,-0.8480,5.9638,83.6022,-5.9267,-0.6646,6.2236,84.9537,-6.1995,-0.5474,6.0019,79.4772,-5.9010,-1.0961
KWF2,2018-01-09 00:00:00,5.4184,110.9375,-5.0606,1.9363,5.3735,111.1797,-5.0105,1.9414,5.4526,112.1094,-5.0516,2.0522,5.1821,109.5391,-4.8836,1.7331
KWF2,2018-01-09 03:00:00,4.7934,103.5714,-4.6596,1.1248,4.7817,104.5246,-4.6289,1.1992,4.7319,107.4777,-4.5135,1.4212,4.6255,98.8449,-4.5705,0.7112
KWF2,2018-01-09 06:00:00,4.4058,98.8829,-4.3529,0.6803,4.3677,101.2032,-4.2845,0.8486,4.2779,102.4844,-4.1767,0.9248,4.3345,94.0938,-4.3234,0.3094
KWF2,2018-01-09 09:00:00,4.1493,121.3204,-3.5446,2.1569,4.0155,120.8985,-3.4456,2.0620,4.1903,122.8985,-3.5183,2.2760,4.0224,119.6641,-3.4952,1.9907
KWF2,2018-01-09 12:00:00,3.5939,140.6096,-2.2807,2.7775,3.5401,139.5315,-2.2977,2.6932,3.5616,143.9455,-2.0962,2.8794,3.4415,140.8284,-2.1738,2.6681
KWF2,2018-01-09 15:00:00,4.7451,149.2735,-2.4245,4.0789,4.7587,150.0704,-2.3743,4.1241,5.0234,147.9766,-2.6637,4.2590,4.4433,146.1251,-2.4766,3.6891
KWF2,2018-01-09 18:00:00,4.8843,154.9375,-2.0690,4.4245,4.8912,153.7656,-2.1621,4.3873,5.0113,155.5391,-2.0750,4.5615,4.5611,154.6641,-1.9518,4.1224
KWF2,2018-01-09 21:00:00,5.7016,132.7820,-4.1847,3.8726,5.6469,132.6882,-4.1508,3.8287,5.8833,132.9382,-4.3071,4.0077,5.3979,130.6179,-4.0974,3.5141
KWF2,2018-01-10 00:00:00,7.6507,125.0551,-6.2629,4.3943,7.7708,128.1410,-6.1117,4.7992,7.8421,122.7817,-6.5932,4.2460,7.1888,120.4067,-6.2000,3.6385
KWF2,2018-01-10 03:00:00,7.0770,147.2188,-3.8317,5.9500,7.3221,148.6094,-3.8139,6.2504,7.1962,146.5157,-3.9702,6.0019,6.4755,144.6016,-3.7510,5.2784
KWF2,2018-01-10 06:00:00,4.0510,189.3907,0.6610,3.9968,4.3909,184.9610,0.3797,4.3744,4.3694,194.9454,1.1269,4.2216,3.4436,193.5704,0.8080,3.3475
KWF2,2018-01-10 09:00:00,4.9956,274.9772,4.9767,-0.4334,4.8056,275.3053,4.7850,-0.4443,5.0698,269.2038,5.0693,0.0705,5.0244,273.3835,5.0156,-0.2965
KWF2,2018-01-10 12:00:00,4.7605,274.3130,4.7471,-0.3580,4.6614,272.4849,4.6570,-0.2021,4.6360,270.2740,4.6360,-0.0222,4.7078,275.4693,4.6864,-0.4487
KWF2,2018-01-10 15:00:00,4.7144,258.4707,4.6193,0.9423,4.8453,254.5879,4.6711,1.2877,4.7076,257.6895,4.5994,1.0037,4.4566,261.4863,4.4075,0.6598
KWF2,2018-01-10 18:00:00,3.9024,292.1252,3.6150,-1.4698,3.9883,290.1330,3.7446,-1.3728,3.6685,286.0080,3.5263,-1.0117,3.3951,289.1252,3.2077,-1.1123
KWF2,2018-01-10 21:00:00,5.1699,298.6722,4.5359,-2.4805,4.5556,295.9925,4.0948,-1.9965,4.9438,297.4535,4.3871,-2.2792,5.0927,300.2972,4.3972,-2.5692
KWF2,2018-01-11 00:00:00,5.5449,11.5549,-1.1107,-5.4326,4.7398,9.7892,-0.8059,-4.6707,5.9092,16.6955,-1.6976,-5.6601,5.8438,12.9924,-1.3138,-5.6942
KWF2,2018-01-11 03:00:00,5.6513,348.7735,1.1003,-5.5432,5.3608,345.3750,1.3536,-5.1871,5.6416,347.0547,1.2638,-5.4982,5.6782,350.5391,0.9334,-5.6010
KWF2,2018-01-11 06:00:00,6.1601,338.4767,2.2600,-5.7306,5.8564,337.1876,2.2706,-5.3983,6.3413,337.3595,2.4411,-5.8526,6.1987,339.0548,2.2159,-5.7891
KWF2,2018-01-11 09:00:00,5.5395,329.6733,2.7971,-4.7815,5.3281,327.0873,2.8951,-4.4730,5.3667,325.2670,3.0577,-4.4104,5.5898,332.0639,2.6188,-4.9385
KWF2,2018-01-11 12:00:00,5.8755,329.8753,2.9488,-5.0819,5.6484,329.1097,2.8999,-4.8472,5.3740,326.0862,2.9984,-4.4598,5.8652,329.1487,3.0078,-5.0353
KWF2,2018-01-11 15:00:00,4.3038,332.4532,1.9904,-3.8159,4.2549,329.0782,2.1865,-3.6502,4.2906,321.8204,2.6521,-3.3727,4.1563,334.9845,1.7576,-3.7664
KWF2,2018-01-11 18:00:00,5.2171,352.1955,0.7085,-5.1688,5.2445,354.0549,0.5432,-5.2163,4.9915,348.8674,0.9638,-4.8976,4.9378,346.8986,1.1193,-4.8093
KWF2,2018-01-11 21:00:00,3.9852,348.1644,0.8174,-3.9004,3.6751,348.3050,0.7449,-3.5988,3.9441,347.3519,0.8636,-3.8484,4.1165,347.3206,0.9036,-4.0161
KWF2,2018-01-12 00:00:00,3.4177,24.5782,-1.4215,-3.1080,3.0266,30.5078,-1.5365,-2.6076,3.3938,30.6016,-1.7277,-2.9211,3.5930,20.1172,-1.2358,-3.3738
KWF2,2018-01-12 03:00:00,2.0784,28.7274,-0.9990,-1.8226,2.0208,35.4852,-1.1730,-1.6454,2.0398,30.6727,-1.0406,-1.7544,2.0628,17.7664,-0.6294,-1.9644
KWF2,2018-01-12 06:00:00,1.3756,355.6174,0.1051,-1.3716,1.4411,9.0002,-0.2254,-1.4233,0.5734,11.2267,-0.1116,-0.5624,1.3600,346.0627,0.3276,-1.3200
KWF2,2018-01-12 09:00:00,2.9978,103.2744,-2.9177,0.6883,3.1247,103.6416,-3.0366,0.7370,2.9030,101.2510,-2.8472,0.5664,2.7204,101.7353,-2.6636,0.5533
KWF2,2018-01-12 12:00:00,4.2828,143.6723,-2.5372,3.4504,4.0577,136.1879,-2.8092,2.9281,4.3400,143.0004,-2.6118,3.4661,4.4757,146.0629,-2.4987,3.7133
KWF2,2018-01-12 15:00:00,3.8812,158.1407,-1.4451,3.6021,4.0902,155.3282,-1.7073,3.7168,3.9290,158.7891,-1.4215,3.6629,3.5628,158.3282,-1.3157,3.3110
KWF2,2018-01-12 18:00:00,5.9773,130.1330,-4.5700,3.8528,6.0213,131.1721,-4.5324,3.9639,5.9314,130.3283,-4.5218,3.8386,5.8357,128.1408,-4.5898,3.6041
KWF2,2018-01-12 21:00:00,7.0477,148.7350,-3.6578,6.0242,6.9931,147.6335,-3.7436,5.9066,7.1474,148.3835,-3.7469,6.0865,6.8378,149.5397,-3.4664,5.8940
KWF2,2018-01-13 00:00:00,7.2991,161.8283,-2.2764,6.9351,7.4163,161.5392,-2.3484,7.0347,7.7493,162.5236,-2.3272,7.3916,6.8148,161.1174,-2.2055,6.4480
KWF2,2018-01-13 03:00:00,7.5247,136.4145,-5.1878,5.4505,7.4641,137.6333,-5.0299,5.5148,7.5481,133.8755,-5.4410,5.2315,7.3274,134.1958,-5.2535,5.1080
KWF2,2018-01-13 06:00:00,7.7112,136.6646,-5.2920,5.6088,7.8050,138.1411,-5.2083,5.8131,7.9114,136.2739,-5.4685,5.7172,7.2845,133.6646,-5.2696,5.0295
KWF2,2018-01-13 09:00:00,7.4677,127.0079,-5.9634,4.4950,7.6132,128.3594,-5.9698,4.7247,7.6796,126.8204,-6.1477,4.6025,6.9950,123.6563,-5.8225,3.8767
KWF2,2018-01-13 12:00:00,8.1983,140.5708,-5.2069,6.3324,8.0869,140.9068,-5.0995,6.2764,8.3906,140.6958,-5.3149,6.4926,8.0098,139.1021,-5.2441,6.0544
KWF2,2018-01-13 15:00:00,7.5259,131.7032,-5.6189,5.0068,7.5894,133.3126,-5.5222,5.2062,7.5914,131.2423,-5.7082,5.0046,7.1519,128.9063,-5.5654,4.4917
KWF2,2018-01-13 18:00:00,7.5373,115.6094,-6.7968,3.2579,7.6281,116.3829,-6.8336,3.3897,7.7277,115.7110,-6.9626,3.3525,7.2443,113.9844,-6.6188,2.9447
KWF2,2018-01-13 21:00:00,5.8835,112.7032,-5.4276,2.2708,5.9167,112.8751,-5.4514,2.3000,5.8073,112.3361,-5.3716,2.2070,5.6540,110.8517,-5.2837,2.0125
KWF2,2018-01-14 00:00:00,5.7976,115.4610,-5.2345,2.4924,5.6345,116.1329,-5.0585,2.4818,5.9382,114.3672,-5.4093,2.4500,5.7947,113.8672,-5.2992,2.3446
KWF2,2018-01-14 03:00:00,5.5794,108.6338,-5.2869,1.7827,5.5149,107.4620,-5.2608,1.6549,5.4309,111.6182,-5.0489,2.0009,5.4895,108.3370,-5.2108,1.7270
KWF2,2018-01-14 06:00:00,3.7408,99.9219,-3.6849,0.6446,3.4703,103.9766,-3.3676,0.8382,4.0357,101.9219,-3.9487,0.8337,3.7428,92.3594,-3.7396,0.1541
KWF2,2018-01-14 09:00:00,4.0413,113.8531,-3.6961,1.6343,4.0081,115.6031,-3.6146,1.7321,4.0081,115.5484,-3.6162,1.7286,3.8939,110.4234,-3.6491,1.3588
KWF2,2018-01-14 12:00:00,5.0177,160.5476,-1.6710,4.7313,5.0451,162.1570,-1.5459,4.8024,5.0646,161.0242,-1.6469,4.7894,4.8019,158.0398,-1.7957,4.4535
KWF2,2018-01-14 15:00:00,3.8313,181.0477,0.0701,3.8306,4.0188,179.9227,-0.0054,4.0188,3.9455,182.4696,0.1700,3.9419,3.4699,182.5321,0.1533,3.4666
KWF2,2018-01-14 18:00:00,5.4089,220.2189,3.4926,4.1301,5.3610,218.5704,3.3425,4.1915,5.4518,218.6017,3.4014,4.2606,5.3024,221.7111,3.5281,3.9583
KWF2,2018-01-14 21:00:00,8.1670,197.8516,2.5036,7.7738,8.3809,197.5781,2.5311,7.9895,8.1924,195.8672,2.2399,7.8802,7.7754,198.3203,2.4440,7.3813
KWF2,2018-01-15 00:00:00,11.4243,202.3438,4.3431,10.5665,11.6108,202.1406,4.3759,10.7546,11.2905,202.3359,4.2908,10.4434,10.9780,202.7422,4.2439,10.1245
KWF2,2018-01-15 03:00:00,13.1266,203.1643,5.1636,12.0683,13.5328,202.7268,5.2282,12.4821,13.0612,202.6018,5.0197,12.0580,12.4840,203.4065,4.9593,11.4567
KWF2,2018-01-15 06:00:00,14.0798,210.5938,7.1659,12.1198,14.2292,210.9688,7.3219,12.2008,13.6921,211.0625,7.0647,11.7287,13.8405,209.7188,6.8613,12.0201
KWF2,2018-01-15 09:00:00,11.7564,211.7115,6.1796,10.0012,11.7271,211.2193,6.0783,10.0289,11.5679,211.2584,6.0026,9.8886,11.6714,211.9693,6.1796,9.9012
KWF2,2018-01-15 12:00:00,11.3557,216.8752,6.8143,9.0840,11.7991,217.0002,7.1009,9.4231,11.3919,217.2815,6.9004,9.0642,10.9260,216.6799,6.5266,8.7625
KWF2,2018-01-15 15:00:00,9.3287,282.7739,9.0978,-2.0626,8.9976,285.8364,8.6561,-2.4554,9.6021,280.8911,9.4292,-1.8142,9.5992,279.8520,9.4576,-1.6425
KWF2,2018-01-15 18:00:00,9.0677,266.5553,9.0513,0.5448,9.2317,266.1646,9.2111,0.6175,9.0423,265.0553,9.0086,0.7794,8.7435,266.2271,8.7245,0.5753
KWF2,2018-01-15 21:00:00,11.6621,242.1643,10.3127,5.4455,11.4697,241.9690,10.1242,5.3902,11.9023,241.6799,10.4777,5.6464,11.4961,242.6565,10.2116,5.2804
KWF2,2018-01-16 00:00:00,10.9568,241.6723,9.6447,5.1991,11.0964,240.5316,9.6608,5.4588,10.8230,241.5238,9.5136,5.1603,10.7888,242.5863,9.5773,4.9673
KWF2,2018-01-16 03:00:00,13.2334,255.0708,12.7867,3.4093,13.2695,254.0474,12.7585,3.6470,13.0801,254.9067,12.6288,3.4059,13.0654,256.2505,12.6910,3.1054
KWF2,2018-01-16 06:00:00,8.9492,260.4064,8.8240,1.4915,9.1347,260.7736,9.0165,1.4646,8.7597,260.3986,8.6370,1.4611,8.8867,260.8282,8.7730,1.4165
KWF2,2018-01-16 09:00:00,10.4647,246.6022,9.6042,4.1557,10.4823,244.1881,9.4365,4.5642,10.2528,246.3834,9.3941,4.1074,10.3817,249.0006,9.6922,3.7204
KWF2,2018-01-16 12:00:00,10.6316,252.7735,10.1547,3.1485,10.5398,252.5001,10.0520,3.1694,10.4167,253.1251,9.9682,3.0238,10.7478,253.8516,10.3237,2.9892
KWF2,2018-01-16 15:00:00,11.6383,255.8604,11.2857,2.8431,11.5934,254.7666,11.1860,3.0462,11.3971,256.4619,11.0804,2.6680,11.5963,257.1260,11.3048,2.5837
KWF2,2018-01-16 18:00:00,10.7825,244.4610,9.7290,4.6486,11.0755,244.2110,9.9724,4.8185,10.7522,244.6876,9.7199,4.5972,10.2776,244.5001,9.2765,4.4246
KWF2,2018-01-16 21:00:00,11.3481,254.0157,10.9094,3.1250,11.2905,252.3438,10.7587,3.4245,11.1362,253.3907,10.6716,3.1832,11.2895,255.5860,10.9342,2.8103
KWF2,2018-01-17 00:00:00,9.9381,254.9613,9.5978,2.5787,9.9342,253.0706,9.5037,2.8928,9.7135,255.3753,9.3988,2.4525,9.9840,257.5238,9.7483,2.1569
KWF2,2018-01-17 03:00:00,13.2264,264.3143,13.1614,1.3104,13.5409,264.1112,13.4694,1.3893,13.1464,265.1346,13.0990,1.1150,12.8114,264.3065,12.7482,1.2710
KWF2,2018-01-17 06:00:00,12.9376,267.4226,12.9245,0.5818,13.1280,267.1882,13.1122,0.6440,12.9855,268.4226,12.9805,0.3575,12.5548,266.8288,12.5356,0.6945
KWF2,2018-01-17 09:00:00,12.9320,268.9222,12.9298,0.2433,13.0873,269.1878,13.0860,0.1855,13.1098,268.5003,13.1053,0.3431,12.6010,267.9612,12.5930,0.4483
KWF2,2018-01-17 12:00:00,12.3812,266.2740,12.3550,0.8046,12.7064,266.5865,12.6839,0.7566,12.0638,266.6021,12.0426,0.7150,11.9701,265.0005,11.9245,1.0431
KWF2,2018-01-17 15:00:00,11.1990,263.8282,11.1341,1.2040,11.2752,264.1954,11.2174,1.1403,11.2107,263.5782,11.1404,1.2539,11.0350,262.6251,10.9437,1.4165
KWF2,2018-01-17 18:00:00,9.7968,246.9301,9.0134,3.8389,9.7070,246.1958,8.8812,3.9179,9.8505,245.8364,8.9874,4.0323,9.8935,247.2583,9.1244,3.8246
KWF2,2018-01-17 21:00:00,10.4904,203.3524,4.1583,9.6311,10.6574,202.9071,4.1483,9.8170,10.6086,202.5243,4.0639,9.7993,10.1701,204.0009,4.1367,9.2908
